[2026-03-24 15:24:59] Daemon started (pid=2357686, interval=1800s)
[2026-03-24 15:25:01] Day3.98 | 🐦173 | 预测276±48 | HOLD [LOW] | P&L +19.8%
[2026-03-25 21:36:26] Day5.23 | 🐦209 | 预测297±38 | HOLD [LOW] | 持仓1 | USDC $3.196666
[2026-03-25 21:41:27] Day5.24 | 🐦209 | 预测297±38 | HOLD [LOW] | 持仓1 | USDC $3.196666
[2026-03-25 21:46:28] Day5.24 | 🐦209 | 预测296±38 | HOLD [LOW] | 持仓1 | USDC $3.196666
[2026-03-25 21:51:30] Day5.24 | 🐦209 | 预测296±38 | HOLD [LOW] | 持仓1 | USDC $3.196666
[2026-03-25 21:56:31] Day5.25 | 🐦209 | 预测296±38 | HOLD [LOW] | 持仓1 | USDC $3.196666
[2026-03-25 22:01:32] Day5.25 | 🐦210 | 预测297±38 | HOLD [LOW] | 持仓1 | USDC $3.196666
[2026-03-25 22:06:33] Day5.25 | 🐦210 | 预测297±38 | HOLD [LOW] | 持仓1 | USDC $3.196666
[2026-03-25 22:11:35] Day5.26 | 🐦211 | 预测298±38 | HOLD [LOW] | 持仓1 | USDC $3.196666
[2026-03-25 22:16:36] Day5.26 | 🐦211 | 预测297±38 | HOLD [LOW] | 持仓1 | USDC $3.196666
[2026-03-25 22:21:37] Day5.27 | 🐦211 | 预测297±38 | HOLD [LOW] | 持仓1 | USDC $3.196666
[2026-03-25 22:26:39] Day5.27 | 🐦211 | 预测297±38 | HOLD [LOW] | 持仓1 | USDC $3.196666
[2026-03-25 22:31:42] Day5.27 | 🐦211 | 预测297±38 | HOLD [LOW] | 持仓1 | USDC $3.196666
[2026-03-25 22:36:43] Day5.28 | 🐦211 | 预测297±38 | HOLD [LOW] | 持仓1 | USDC $3.196666
[2026-03-25 22:41:46] Day5.28 | 🐦211 | 预测297±38 | HOLD [LOW] | 持仓1 | USDC $3.196666
[2026-03-25 22:46:49] Day5.28 | 🐦212 | 预测297±38 | HOLD [LOW] | 持仓1 | USDC $3.196666
[2026-03-25 22:51:53] Day5.29 | 🐦213 | 预测298±38 | HOLD [LOW] | 持仓1 | USDC $3.196666
[2026-03-25 22:56:56] Day5.29 | 🐦213 | 预测298±38 | HOLD [LOW] | 持仓1 | USDC $3.196666
[2026-03-25 23:01:57] Day5.29 | 🐦213 | 预测298±38 | HOLD [LOW] | 持仓1 | USDC $3.196666
[2026-03-25 23:06:58] Day5.3 | 🐦213 | 预测298±38 | HOLD [LOW] | 持仓1 | USDC $3.196666
[2026-03-25 23:11:59] Day5.3 | 🐦213 | 预测298±38 | HOLD [LOW] | 持仓1 | USDC $3.196666
[2026-03-25 23:17:01] Day5.3 | 🐦213 | 预测297±38 | HOLD [LOW] | 持仓1 | USDC $3.196666
[2026-03-25 23:22:03] Day5.31 | 🐦213 | 预测297±38 | HOLD [LOW] | 持仓1 | USDC $3.196666
[2026-03-25 23:27:04] Day5.31 | 🐦213 | 预测297±38 | HOLD [LOW] | 持仓1 | USDC $3.196666
[2026-03-25 23:32:06] Day5.31 | 🐦213 | 预测297±37 | HOLD [LOW] | 持仓1 | USDC $3.196666
[2026-03-25 23:37:07] Day5.32 | 🐦213 | 预测297±37 | HOLD [LOW] | 持仓1 | USDC $3.196666
[2026-03-25 23:42:13] Day5.32 | 🐦213 | 预测297±37 | HOLD [LOW] | 持仓1 | USDC $3.196666
[2026-03-25 23:47:14] Day5.32 | 🐦213 | 预测296±37 | HOLD [LOW] | 持仓1 | USDC $3.196666
[2026-03-25 23:52:15] Day5.33 | 🐦213 | 预测296±37 | HOLD [LOW] | 持仓1 | USDC $3.196666
[2026-03-25 23:57:19] Day5.33 | 🐦214 | 预测297±37 | HOLD [LOW] | 持仓1 | USDC $3.196666
[2026-03-26 00:02:20] Day5.33 | 🐦214 | 预测286±37 | HOLD [LOW] | 持仓1 | USDC $3.196666
[2026-03-26 00:07:21] Day5.34 | 🐦214 | 预测286±37 | HOLD [LOW] | 持仓1 | USDC $4.496666
[2026-03-26 00:12:24] Day5.34 | 🐦214 | 预测285±37 | HOLD [LOW] | 持仓1 | USDC $4.496666
[2026-03-26 00:17:25] Day5.35 | 🐦214 | 预测285±37 | HOLD [LOW] | 持仓1 | USDC $4.496666
[2026-03-26 00:22:27] Day5.35 | 🐦214 | 预测285±37 | HOLD [LOW] | 持仓1 | USDC $4.496666
[2026-03-26 00:27:28] Day5.35 | 🐦214 | 预测285±37 | HOLD [LOW] | 持仓1 | USDC $4.496666
[2026-03-26 00:32:30] Day5.36 | 🐦214 | 预测285±37 | HOLD [LOW] | 持仓1 | USDC $4.496666
[2026-03-26 00:37:33] Day5.36 | 🐦214 | 预测285±37 | HOLD [LOW] | 持仓1 | USDC $4.496666
[2026-03-26 00:42:35] Day5.36 | 🐦214 | 预测284±37 | HOLD [LOW] | 持仓1 | USDC $4.496666
[2026-03-26 00:47:40] Day5.37 | 🐦214 | 预测284±37 | HOLD [LOW] | 持仓1 | USDC $4.496666
[2026-03-26 00:52:41] Day5.37 | 🐦214 | 预测284±37 | HOLD [LOW] | 持仓1 | USDC $4.496666
[2026-03-26 00:57:43] Day5.37 | 🐦214 | 预测284±37 | HOLD [LOW] | 持仓1 | USDC $4.496666
[2026-03-26 01:02:44] Day5.38 | 🐦214 | 预测284±37 | HOLD [LOW] | 持仓1 | USDC $4.496666
[2026-03-26 01:07:45] Day5.38 | 🐦214 | 预测284±37 | HOLD [LOW] | 持仓1 | USDC $4.496666
[2026-03-26 01:12:46] Day5.38 | 🐦216 | 预测285±37 | HOLD [LOW] | 持仓1 | USDC $4.496666
[2026-03-26 01:17:48] Day5.39 | 🐦216 | 预测285±37 | HOLD [LOW] | 持仓1 | USDC $4.496666
[2026-03-26 01:22:49] Day5.39 | 🐦216 | 预测285±37 | HOLD [LOW] | 持仓1 | USDC $4.496666
[2026-03-26 01:27:52] Day5.39 | 🐦216 | 预测285±37 | HOLD [LOW] | 持仓1 | USDC $4.496666
[2026-03-26 01:32:56] Day5.4 | 🐦216 | 预测285±37 | HOLD [LOW] | 持仓1 | USDC $4.496666
[2026-03-26 01:38:03] Day5.4 | 🐦216 | 预测285±37 | HOLD [LOW] | 持仓1 | USDC $4.496666
[2026-03-26 01:43:05] Day5.4 | 🐦216 | 预测284±37 | HOLD [LOW] | 持仓1 | USDC $4.496666
[2026-03-26 01:48:09] Day5.41 | 🐦216 | 预测284±37 | HOLD [LOW] | 持仓1 | USDC $4.496666
[2026-03-26 01:53:10] Day5.41 | 🐦216 | 预测284±37 | HOLD [LOW] | 持仓1 | USDC $4.496666
[2026-03-26 01:58:12] Day5.42 | 🐦216 | 预测284±37 | HOLD [LOW] | 持仓1 | USDC $4.496666
[2026-03-26 02:03:14] Day5.42 | 🐦216 | 预测284±37 | HOLD [LOW] | 持仓1 | USDC $4.496666
[2026-03-26 02:08:15] Day5.42 | 🐦216 | 预测284±37 | HOLD [LOW] | 持仓1 | USDC $4.496666
[2026-03-26 02:13:16] Day5.43 | 🐦216 | 预测283±37 | HOLD [LOW] | 持仓1 | USDC $4.496666
[2026-03-26 02:18:18] Day5.43 | 🐦216 | 预测283±37 | HOLD [LOW] | 持仓1 | USDC $4.496666
[2026-03-26 02:23:25] Day5.43 | 🐦216 | 预测283±37 | HOLD [LOW] | 持仓1 | USDC $4.496666
[2026-03-26 02:28:26] Day5.44 | 🐦216 | 预测283±37 | HOLD [LOW] | 持仓1 | USDC $4.496666
[2026-03-26 02:33:28] Day5.44 | 🐦216 | 预测283±36 | HOLD [LOW] | 持仓1 | USDC $4.496666
[2026-03-26 02:38:30] Day5.44 | 🐦216 | 预测282±36 | HOLD [LOW] | 持仓1 | USDC $4.496666
[2026-03-26 02:43:34] Day5.45 | 🐦216 | 预测282±36 | HOLD [LOW] | 持仓1 | USDC $4.496666
[2026-03-26 02:48:35] Day5.45 | 🐦216 | 预测282±36 | HOLD [LOW] | 持仓1 | USDC $4.496666
[2026-03-26 02:53:36] Day5.45 | 🐦216 | 预测282±36 | HOLD [LOW] | 持仓1 | USDC $4.496666
[2026-03-26 02:58:38] Day5.46 | 🐦216 | 预测282±36 | HOLD [LOW] | 持仓1 | USDC $4.496666
[2026-03-26 03:03:39] Day5.46 | 🐦216 | 预测282±36 | HOLD [LOW] | 持仓1 | USDC $4.496666
[2026-03-26 03:08:40] Day5.46 | 🐦216 | 预测281±36 | HOLD [LOW] | 持仓1 | USDC $4.496666
[2026-03-26 03:13:42] Day5.47 | 🐦216 | 预测281±36 | HOLD [LOW] | 持仓1 | USDC $4.496666
[2026-03-26 03:18:43] Day5.47 | 🐦216 | 预测281±36 | HOLD [LOW] | 持仓1 | USDC $4.496666
[2026-03-26 03:23:44] Day5.47 | 🐦216 | 预测281±36 | HOLD [LOW] | 持仓1 | USDC $4.496666
[2026-03-26 03:28:46] Day5.48 | 🐦216 | 预测281±36 | HOLD [LOW] | 持仓1 | USDC $4.496666
[2026-03-26 03:33:47] Day5.48 | 🐦216 | 预测281±36 | HOLD [LOW] | 持仓1 | USDC $4.496666
[2026-03-26 03:38:52] Day5.49 | 🐦216 | 预测280±36 | HOLD [LOW] | 持仓1 | USDC $4.496666
[2026-03-26 03:43:56] Day5.49 | 🐦216 | 预测280±36 | HOLD [LOW] | 持仓1 | USDC $4.496666
[2026-03-26 03:49:03] Day5.49 | 🐦216 | 预测280±36 | HOLD [LOW] | 持仓1 | USDC $4.496666
[2026-03-26 03:54:04] Day5.5 | 🐦216 | 预测280±36 | HOLD [LOW] | 持仓1 | USDC $4.496666
[2026-03-26 03:59:06] Day5.5 | 🐦216 | 预测280±36 | HOLD [LOW] | 持仓1 | USDC $4.496666
[2026-03-26 04:04:07] Day5.5 | 🐦216 | 预测280±36 | HOLD [LOW] | 持仓1 | USDC $4.496666
[2026-03-26 04:09:09] Day5.51 | 🐦216 | 预测279±36 | HOLD [LOW] | 持仓1 | USDC $4.496666
[2026-03-26 04:14:10] Day5.51 | 🐦216 | 预测279±36 | HOLD [LOW] | 持仓1 | USDC $4.496666
[2026-03-26 04:19:14] Day5.51 | 🐦216 | 预测279±36 | HOLD [LOW] | 持仓1 | USDC $4.496666
[2026-03-26 04:24:15] Day5.52 | 🐦216 | 预测279±36 | HOLD [LOW] | 持仓1 | USDC $4.496666
[2026-03-26 04:29:17] Day5.52 | 🐦216 | 预测279±36 | HOLD [LOW] | 持仓1 | USDC $2.570666
[2026-03-26 04:34:18] Day5.52 | 🐦216 | 预测279±36 | HOLD [LOW] | 持仓1 | USDC $2.570666
[2026-03-26 04:39:20] Day5.53 | 🐦216 | 预测278±36 | HOLD [LOW] | 持仓1 | USDC $2.570666
[2026-03-26 04:44:21] Day5.53 | 🐦216 | 预测278±36 | HOLD [LOW] | 持仓1 | USDC $2.570666
[2026-03-26 04:49:22] Day5.53 | 🐦216 | 预测278±36 | HOLD [LOW] | 持仓1 | USDC $2.570666
[2026-03-26 04:54:23] Day5.54 | 🐦216 | 预测278±36 | HOLD [LOW] | 持仓1 | USDC $2.570666
[2026-03-26 04:59:25] Day5.54 | 🐦216 | 预测278±36 | HOLD [LOW] | 持仓1 | USDC $2.570666
[2026-03-26 05:04:50] Day5.54 | 🐦216 | 预测278±36 | ENTRY [MEDIUM] | 持仓2 | USDC $2.570666 | EXEC: ✅ BUY 220-239 107.0股@0.01
[2026-03-26 05:10:01] Day5.55 | 🐦216 | 预测277±36 | STOP_LOSS [HIGH] | 持仓2 | USDC $1.556566
[2026-03-26 05:15:18] Day5.55 | 🐦216 | 预测277±36 | STOP_LOSS [HIGH] | 持仓1 | USDC $2.580666 | EXEC: ✅ STOP_LOSS 220-239 107.0股@0.01
[2026-03-26 05:20:37] Day5.56 | 🐦216 | 预测277±36 | ENTRY [MEDIUM] | 持仓2 | USDC $1.590666 | EXEC: ✅ BUY 220-239 90.0股@0.012
[2026-03-26 05:25:59] Day5.56 | 🐦216 | 预测277±36 | STOP_LOSS [HIGH] | 持仓1 | USDC $2.020666 | EXEC: ✅ STOP_LOSS 220-239 90.0股@0.01
[2026-03-26 05:31:00] Day5.56 | 🐦216 | 预测277±35 | HOLD [LOW] | 持仓1 | USDC $2.490666
[2026-03-26 05:36:18] Day5.57 | 🐦216 | 预测276±35 | STOP_LOSS [CRITICAL] | 持仓0 | USDC $2.490666 | EXEC: ✅ STOP_LOSS 320-339 66.7股@0.036
[2026-03-26 05:41:39] Day5.57 | 🐦216 | 预测276±35 | ENTRY [MEDIUM] | 持仓1 | USDC $4.911876 | EXEC: ✅ BUY 220-239 284.2股@0.012
[2026-03-26 05:46:48] Day5.57 | 🐦216 | 预测276±35 | STOP_LOSS [HIGH] | 持仓1 | USDC $4.911876
[2026-03-26 05:52:09] Day5.58 | 🐦216 | 预测276±35 | STOP_LOSS [HIGH] | 持仓0 | USDC $1.501476 | EXEC: ✅ STOP_LOSS 220-239 284.2股@0.015
[2026-03-26 05:57:30] Day5.58 | 🐦216 | 预测276±35 | ENTRY [MEDIUM] | 持仓1 | USDC $5.764476 | EXEC: ✅ BUY 220-239 250.0股@0.016
[2026-03-26 06:02:43] Day5.59 | 🐦216 | 预测276±35 | STOP_LOSS [HIGH] | 持仓1 | USDC $5.764476
[2026-03-26 06:07:56] Day5.59 | 🐦216 | 预测275±35 | STOP_LOSS [HIGH] | 持仓1 | USDC $5.764476
[2026-03-26 06:13:17] Day5.59 | 🐦216 | 预测275±35 | STOP_LOSS [HIGH] | 持仓0 | USDC $1.764476 | EXEC: ✅ STOP_LOSS 220-239 250.0股@0.021
[2026-03-26 06:18:18] Day5.6 | 🐦218 | 预测277±35 | HOLD [LOW] | 持仓0 | USDC $1.764476
[2026-03-26 06:23:19] Day5.6 | 🐦219 | 预测278±35 | HOLD [LOW] | 持仓0 | USDC $1.764476
[2026-03-26 06:28:21] Day5.6 | 🐦220 | 预测279±35 | HOLD [LOW] | 持仓0 | USDC $1.764476
[2026-03-26 06:33:22] Day5.61 | 🐦220 | 预测278±35 | HOLD [LOW] | 持仓0 | USDC $1.764476
[2026-03-26 06:38:23] Day5.61 | 🐦220 | 预测278±35 | HOLD [LOW] | 持仓0 | USDC $1.764476
[2026-03-26 06:43:25] Day5.61 | 🐦220 | 预测278±35 | HOLD [LOW] | 持仓0 | USDC $1.764476
[2026-03-26 06:48:26] Day5.62 | 🐦220 | 预测278±35 | HOLD [LOW] | 持仓0 | USDC $1.764476
[2026-03-26 06:53:27] Day5.62 | 🐦220 | 预测278±35 | HOLD [LOW] | 持仓0 | USDC $1.764476
[2026-03-26 06:58:29] Day5.62 | 🐦220 | 预测278±35 | HOLD [LOW] | 持仓0 | USDC $1.764476
[2026-03-26 07:03:30] Day5.63 | 🐦220 | 预测277±35 | HOLD [LOW] | 持仓0 | USDC $1.764476
[2026-03-26 07:08:31] Day5.63 | 🐦220 | 预测277±35 | HOLD [LOW] | 持仓0 | USDC $1.764476
[2026-03-26 07:13:33] Day5.63 | 🐦220 | 预测277±35 | HOLD [LOW] | 持仓0 | USDC $1.764476
[2026-03-26 07:18:34] Day5.64 | 🐦220 | 预测277±35 | HOLD [LOW] | 持仓0 | USDC $1.764476
[2026-03-26 07:23:36] Day5.64 | 🐦220 | 预测277±35 | HOLD [LOW] | 持仓0 | USDC $1.764476
[2026-03-26 07:28:37] Day5.64 | 🐦220 | 预测277±35 | HOLD [LOW] | 持仓0 | USDC $1.764476
[2026-03-26 07:33:38] Day5.65 | 🐦222 | 预测278±35 | HOLD [LOW] | 持仓0 | USDC $1.764476
[2026-03-26 07:38:40] Day5.65 | 🐦222 | 预测278±35 | HOLD [LOW] | 持仓0 | USDC $1.764476
[2026-03-26 07:43:41] Day5.66 | 🐦222 | 预测278±35 | HOLD [LOW] | 持仓0 | USDC $1.764476
[2026-03-26 07:48:42] Day5.66 | 🐦224 | 预测280±35 | HOLD [LOW] | 持仓0 | USDC $1.764476
[2026-03-26 07:53:44] Day5.66 | 🐦224 | 预测280±35 | HOLD [LOW] | 持仓0 | USDC $1.764476
[2026-03-26 07:58:47] Day5.67 | 🐦225 | 预测281±35 | HOLD [LOW] | 持仓0 | USDC $1.764476
[2026-03-26 08:03:48] Day5.67 | 🐦225 | 预测280±35 | HOLD [LOW] | 持仓0 | USDC $1.764476
[2026-03-26 08:08:49] Day5.67 | 🐦225 | 预测280±35 | HOLD [LOW] | 持仓0 | USDC $1.764476
[2026-03-26 08:13:52] Day5.68 | 🐦225 | 预测280±35 | HOLD [LOW] | 持仓0 | USDC $1.764476
[2026-03-26 08:18:55] Day5.68 | 🐦225 | 预测280±35 | HOLD [LOW] | 持仓0 | USDC $1.764476
[2026-03-26 08:23:57] Day5.68 | 🐦225 | 预测280±35 | HOLD [LOW] | 持仓0 | USDC $1.764476
[2026-03-26 08:29:00] Day5.69 | 🐦227 | 预测282±35 | HOLD [LOW] | 持仓0 | USDC $1.764476
[2026-03-26 08:34:01] Day5.69 | 🐦228 | 预测282±34 | HOLD [LOW] | 持仓0 | USDC $1.764476
[2026-03-26 08:39:03] Day5.69 | 🐦228 | 预测282±34 | HOLD [LOW] | 持仓0 | USDC $1.764476
[2026-03-26 08:44:04] Day5.7 | 🐦229 | 预测283±34 | HOLD [LOW] | 持仓0 | USDC $1.764476
[2026-03-26 08:49:07] Day5.7 | 🐦229 | 预测283±34 | HOLD [LOW] | 持仓0 | USDC $1.764476
[2026-03-26 08:54:08] Day5.7 | 🐦229 | 预测283±34 | HOLD [LOW] | 持仓0 | USDC $1.764476
[2026-03-26 08:59:10] Day5.71 | 🐦229 | 预测283±34 | HOLD [LOW] | 持仓0 | USDC $1.764476
[2026-03-26 09:04:11] Day5.71 | 🐦229 | 预测282±34 | HOLD [LOW] | 持仓0 | USDC $1.764476
[2026-03-26 09:09:12] Day5.71 | 🐦229 | 预测282±34 | HOLD [LOW] | 持仓0 | USDC $1.764476
[2026-03-26 09:14:14] Day5.72 | 🐦229 | 预测282±34 | HOLD [LOW] | 持仓0 | USDC $1.764476
[2026-03-26 09:19:15] Day5.72 | 🐦229 | 预测282±34 | HOLD [LOW] | 持仓0 | USDC $1.764476
[2026-03-26 09:24:16] Day5.73 | 🐦229 | 预测282±34 | HOLD [LOW] | 持仓0 | USDC $1.764476
[2026-03-26 09:29:18] Day5.73 | 🐦229 | 预测281±34 | HOLD [LOW] | 持仓0 | USDC $1.764476
[2026-03-26 09:34:19] Day5.73 | 🐦229 | 预测281±34 | HOLD [LOW] | 持仓0 | USDC $1.764476
[2026-03-26 09:39:21] Day5.74 | 🐦229 | 预测281±34 | HOLD [LOW] | 持仓0 | USDC $1.764476
[2026-03-26 09:44:22] Day5.74 | 🐦229 | 预测281±34 | HOLD [LOW] | 持仓0 | USDC $1.764476
[2026-03-26 09:49:23] Day5.74 | 🐦229 | 预测281±34 | HOLD [LOW] | 持仓0 | USDC $1.764476
[2026-03-26 09:54:25] Day5.75 | 🐦229 | 预测281±34 | HOLD [LOW] | 持仓0 | USDC $1.764476
[2026-03-26 09:59:26] Day5.75 | 🐦229 | 预测280±34 | HOLD [LOW] | 持仓0 | USDC $1.764476
[2026-03-26 10:04:27] Day5.75 | 🐦229 | 预测280±34 | HOLD [LOW] | 持仓0 | USDC $1.764476
[2026-03-26 10:09:30] Day5.76 | 🐦229 | 预测280±34 | HOLD [LOW] | 持仓0 | USDC $1.764476
[2026-03-26 10:14:34] Day5.76 | 🐦229 | 预测280±34 | HOLD [LOW] | 持仓0 | USDC $1.764476
[2026-03-26 10:19:35] Day5.76 | 🐦229 | 预测280±34 | HOLD [LOW] | 持仓0 | USDC $1.764476
[2026-03-26 10:24:37] Day5.77 | 🐦229 | 预测280±34 | HOLD [LOW] | 持仓0 | USDC $1.764476
[2026-03-26 10:29:39] Day5.77 | 🐦229 | 预测279±34 | HOLD [LOW] | 持仓0 | USDC $1.764476
[2026-03-26 10:34:41] Day5.77 | 🐦229 | 预测279±34 | HOLD [LOW] | 持仓0 | USDC $1.764476
[2026-03-26 10:39:42] Day5.78 | 🐦229 | 预测279±34 | HOLD [LOW] | 持仓0 | USDC $1.764476
[2026-03-26 10:44:43] Day5.78 | 🐦229 | 预测279±34 | HOLD [LOW] | 持仓0 | USDC $1.764476
[2026-03-26 10:49:45] Day5.78 | 🐦229 | 预测279±34 | HOLD [LOW] | 持仓0 | USDC $1.764476
[2026-03-26 10:54:46] Day5.79 | 🐦229 | 预测279±34 | HOLD [LOW] | 持仓0 | USDC $1.764476
[2026-03-26 10:59:47] Day5.79 | 🐦229 | 预测278±34 | HOLD [LOW] | 持仓0 | USDC $1.764476
[2026-03-26 11:04:49] Day5.79 | 🐦229 | 预测278±34 | HOLD [LOW] | 持仓0 | USDC $1.764476
[2026-03-26 11:09:50] Day5.8 | 🐦229 | 预测278±34 | HOLD [LOW] | 持仓0 | USDC $1.764476
[2026-03-26 11:14:51] Day5.8 | 🐦229 | 预测278±34 | HOLD [LOW] | 持仓0 | USDC $1.764476
[2026-03-26 11:19:55] Day5.81 | 🐦229 | 预测278±34 | HOLD [LOW] | 持仓0 | USDC $1.764476
[2026-03-26 11:24:56] Day5.81 | 🐦229 | 预测278±34 | HOLD [LOW] | 持仓0 | USDC $1.764476
[2026-03-26 11:29:58] Day5.81 | 🐦229 | 预测277±34 | HOLD [LOW] | 持仓0 | USDC $1.764476
[2026-03-26 11:34:59] Day5.82 | 🐦229 | 预测277±33 | HOLD [LOW] | 持仓0 | USDC $1.764476
[2026-03-26 11:40:00] Day5.82 | 🐦229 | 预测277±33 | HOLD [LOW] | 持仓0 | USDC $1.764476
[2026-03-26 11:45:02] Day5.82 | 🐦229 | 预测277±33 | HOLD [LOW] | 持仓0 | USDC $1.764476
[2026-03-26 11:50:04] Day5.83 | 🐦229 | 预测277±33 | HOLD [LOW] | 持仓0 | USDC $1.764476
[2026-03-26 11:55:07] Day5.83 | 🐦229 | 预测277±33 | HOLD [LOW] | 持仓0 | USDC $1.764476
[2026-03-26 12:00:09] Day5.83 | 🐦229 | 预测276±33 | HOLD [LOW] | 持仓0 | USDC $1.764476
[2026-03-26 12:05:11] Day5.84 | 🐦229 | 预测276±33 | HOLD [LOW] | 持仓0 | USDC $1.764476
[2026-03-26 12:10:13] Day5.84 | 🐦229 | 预测276±33 | HOLD [LOW] | 持仓0 | USDC $1.764476
[2026-03-26 12:15:15] Day5.84 | 🐦229 | 预测276±33 | HOLD [LOW] | 持仓0 | USDC $1.764476
[2026-03-26 12:20:16] Day5.85 | 🐦229 | 预测276±33 | HOLD [LOW] | 持仓0 | USDC $1.764476
[2026-03-26 12:25:17] Day5.85 | 🐦229 | 预测275±33 | HOLD [LOW] | 持仓0 | USDC $1.764476
[2026-03-26 12:30:19] Day5.85 | 🐦229 | 预测275±33 | HOLD [LOW] | 持仓0 | USDC $1.764476
[2026-03-26 12:35:20] Day5.86 | 🐦229 | 预测275±33 | HOLD [LOW] | 持仓0 | USDC $1.764476
[2026-03-26 12:40:22] Day5.86 | 🐦229 | 预测275±33 | HOLD [LOW] | 持仓0 | USDC $1.764476
[2026-03-26 12:45:23] Day5.86 | 🐦229 | 预测275±33 | HOLD [LOW] | 持仓0 | USDC $1.764476
[2026-03-26 12:50:25] Day5.87 | 🐦229 | 预测275±33 | HOLD [LOW] | 持仓0 | USDC $1.764476
[2026-03-26 12:55:26] Day5.87 | 🐦229 | 预测274±33 | HOLD [LOW] | 持仓0 | USDC $1.764476
[2026-03-26 13:00:27] Day5.88 | 🐦229 | 预测274±33 | HOLD [LOW] | 持仓0 | USDC $1.764476
[2026-03-26 13:05:29] Day5.88 | 🐦229 | 预测274±33 | HOLD [LOW] | 持仓0 | USDC $1.764476
[2026-03-26 13:10:30] Day5.88 | 🐦229 | 预测274±33 | HOLD [LOW] | 持仓0 | USDC $1.764476
[2026-03-26 13:15:32] Day5.89 | 🐦229 | 预测274±33 | HOLD [LOW] | 持仓0 | USDC $1.764476
[2026-03-26 13:20:19] Daemon shutting down
